,name,salary_from,salary_to,salary_currency,area_name,published_at
3889,Главный специалист (отдел управления проектами),,,,Воронеж,2022-12-12T13:35:44+0300
3890,Заместитель начальника по защите информации,60000.0,65000.0,RUR,Москва,2022-12-12T14:54:57+0300
3891,Ведущий программист 1С,,150000.0,RUR,Казань,2022-12-12T16:26:28+0300
3892,Монтировщик изделий из драгоценных металлов (ЧПУ),,,,Красноярск,2022-12-12T15:58:18+0300
3893,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Каменск-Уральский,2022-12-12T17:17:52+0300
3894,Разработчик Qlik Sense,,,,Москва,2022-12-12T13:44:30+0300
3895,Фрезеровщик,,,,Благовещенск (Республика Башкортостан),2022-12-12T14:39:17+0300
3896,Старший механик автоколонны,65000.0,,RUR,Нижневартовск,2022-12-12T13:53:10+0300
3897,Senior Java developer,,,,Санкт-Петербург,2022-12-12T17:13:35+0300
3898,"Консультант-Аналитик 1С: ERP (регламентированный учёт, МСФО)",,,,Москва,2022-12-12T17:16:04+0300
3899,Разработчик 1С:ЗУП,,,,Санкт-Петербург,2022-12-12T17:23:50+0300
3900,"Сервис-инженер (станки по мебели,ЧПУ)",130000.0,,RUR,Москва,2022-12-12T12:01:10+0300
3901,Программист 1С,,,,Невинномысск,2022-12-12T16:40:20+0300
3902,Младший системный администратор,,,,Москва,2022-12-12T16:30:23+0300
3903,Разработчик/исследователь ANDROID,,,,Санкт-Петербург,2022-12-12T17:06:53+0300
3904,"Выездной специалист ЛВС, iiko, 1с",40000.0,,RUR,Краснодар,2022-12-12T15:42:40+0300
3905,Ведущий инженер АСУ ТП,80000.0,80000.0,RUR,Тюмень,2022-12-12T12:37:15+0300
3906,Инженер УИПЭ РЦ,65000.0,,RUR,Балаково,2022-12-12T12:46:28+0300
3907,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Коломна,2022-12-12T17:40:46+0300
3908,"Разработчик 1C, MSSQL",100000.0,,RUR,Санкт-Петербург,2022-12-12T15:14:52+0300
3909,Разработчик Genesys,,,,Москва,2022-12-12T15:47:50+0300
3910,UX-исследователь (Тула),,,,Тула,2022-12-12T17:27:16+0300
3911,Консультант-аналитик 1С,,,,Москва,2022-12-12T14:59:21+0300
3912,"Специалист технической поддержки iiko, штрих-м второй линии",45000.0,,RUR,Ейск,2022-12-12T15:43:18+0300
3913,Системный инженер DevOps (Middle / Senior),,,,Санкт-Петербург,2022-12-12T15:43:44+0300
3914,Ведущий программист 1С/Техлид/Архитектор 1С (удаленная работа),,,,Краснодар,2022-12-12T16:47:35+0300
3915,Старший DevOps инженер [Предбиллинг],,,,Москва,2022-12-12T17:42:44+0300
3916,Разработчик 1С,,,,Пенза,2022-12-12T13:50:18+0300
3917,Главный специалист отдела информационной безопасности,,,,Красноярск,2022-12-12T13:30:36+0300
3918,"Senior Software Engineer, Embedded Linux Applications",,,,Москва,2022-12-12T13:55:26+0300
3919,Аналитик,2000000.0,4000000.0,UZS,Навои,2022-12-12T13:20:25+0300
3920,Фрезеровщик,,,,Воронеж,2022-12-12T13:46:27+0300
3921,Ведущий инженер-программист высокоскоростного маршрутизатора (С/С++),,,,Москва,2022-12-12T15:59:04+0300
3922,Старший специалист аналитики,,,,Санкт-Петербург,2022-12-12T15:24:32+0300
3923,Java Tech Lead,300000.0,,RUR,Москва,2022-12-12T15:37:28+0300
3924,Старший разработчик PHP (Предбиллинг),,,,Екатеринбург,2022-12-12T17:44:36+0300
3925,Специалист Участка механизации и транспорта (механик),32700.0,,RUR,Бузулук,2022-12-12T13:39:47+0300
3926,Backend Lead (C++),,,,Санкт-Петербург,2022-12-12T12:30:36+0300
3927,Старший разработчик 1С/Технический архитектор 1С,220000.0,320000.0,RUR,Москва,2022-12-12T17:00:18+0300
3928,Системный аналитик MS Dynamics AX (Axapta),100000.0,120000.0,RUR,Санкт-Петербург,2022-12-12T14:36:37+0300
3929,Наладчик станков и манипуляторов (токарно-карусельная и фрезерно-расточная группа),80000.0,,RUR,Челябинск,2022-12-12T15:21:24+0300
3930,Android-разработчик (VK рекламные технологии),,,,Москва,2022-12-12T14:12:09+0300
3931,Инженер внешней инфраструктуры со знанием С++,,,,Санкт-Петербург,2022-12-12T12:11:35+0300
3932,DevOps - инженер,150000.0,,RUR,Екатеринбург,2022-12-12T15:32:41+0300
3933,Контролер (ОТК) технического состояния автотранспортных средств / механик по выпуску,25000.0,30000.0,RUR,Салават,2022-12-12T13:14:51+0300
3934,Системный аналитик,,,,Москва,2022-12-12T16:43:20+0300
3935,Инженер по безопасности дорожного движения,,,,Королев,2022-12-12T13:01:32+0300
3936,Оператор станков ЧПУ,,,,Белгород,2022-12-12T16:27:35+0300
3937,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Елец,2022-12-12T17:17:52+0300
3938,"Специалист технической поддержки iiko, 1с первой линии",30000.0,,RUR,Ейск,2022-12-12T15:43:14+0300
3939,Инженер КИПиА,,,,Екатеринбург,2022-12-12T14:16:15+0300
3940,Аналитик 1С,,,,Санкт-Петербург,2022-12-12T16:31:32+0300
3941,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Старый Оскол,2022-12-12T17:17:52+0300
3942,Threat Intelligence Team Lead,,,,Москва,2022-12-12T14:51:50+0300
3943,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Элиста,2022-12-12T17:17:52+0300
3944,Инженер внешней инфраструктуры со знанием С++,,,,Москва,2022-12-12T12:11:35+0300
3945,Аналитик 1C:ЗУП,,,,Воронеж,2022-12-12T17:23:49+0300
3946,Embedded Software Engineer,,,,Санкт-Петербург,2022-12-12T12:44:54+0300
3947,Senior .Net Developer (new product),,5000.0,USD,Батуми,2022-12-12T16:22:59+0300
3948,Senior Android разработчик (Виртуальный ассистент),,,,Москва,2022-12-12T14:48:24+0300
3949,"1С Developer / Ведущий специалист, Отдел развития и поддержки бизнес приложений",,,,Москва,2022-12-12T15:33:49+0300
3950,Senior Java разработчик,,,,Витебск,2022-12-12T13:10:42+0300
3951,"Токарь-расточник 6-разряд, г. Тобольск",,,,Нижневартовск,2022-12-12T13:01:44+0300
3952,Senior .Net Developer (new product),,5000.0,USD,Баку,2022-12-12T16:23:00+0300
3953,PHP Middle Developer,,,,Минск,2022-12-12T15:04:30+0300
3954,Разработчик BI,,,,Москва,2022-12-12T15:55:14+0300
3955,Сборщик компьютеров / менеджер сборки компьютеров,55000.0,55000.0,RUR,Москва,2022-12-12T18:59:00+0300
3956,Копирайтер (стажёр),36000.0,43000.0,RUR,Нижний Новгород,2022-12-12T21:44:20+0300
3957,Senior Growth Analyst,,,,Москва,2022-12-12T18:51:50+0300
3958,QA Engineer \ Специалист по тестированию,35000.0,,RUR,Нижний Новгород,2022-12-12T18:26:06+0300
3959,Гейм-дизайнер / Game Designer,,,,Москва,2022-12-12T19:27:21+0300
3960,Product manager mobile (iOS / Android),200000.0,,RUR,Москва,2022-12-12T19:00:41+0300
3961,QA copyright / Тестировщик игр,20000.0,25000.0,RUR,Воронеж,2022-12-12T19:57:34+0300
3962,React.JS разработчик Frontend,40000.0,70000.0,RUR,Краснодар,2022-12-12T21:22:26+0300
3963,Менеджер проектов/Аккаунт менеджер (Junior/Middle/Senior) [IT/Digital],40000.0,80000.0,RUR,Ростов-на-Дону,2022-12-12T20:11:10+0300
3964,JavaScript Developer specialist (Junior),80000.0,120000.0,RUR,Москва,2022-12-12T19:25:26+0300
3965,Backend .NET/C# разработчик,80000.0,,RUR,Москва,2022-12-12T19:15:37+0300
3966,Системный аналитик,,,,Москва,2022-12-12T18:01:49+0300
3967,C# Unity Developer,900.0,2000.0,USD,Ростов-на-Дону,2022-12-12T18:09:57+0300
3968,Копирайтер,,,,Санкт-Петербург,2022-12-12T18:45:10+0300
3969,Преподаватель Школы журналистики имени Владимира Мезенцева при Центральном Доме журналиста,,,,Москва,2022-12-12T19:18:26+0300
3970,Аналитик по подготовке отчетности,,,,Москва,2022-12-12T18:30:14+0300
3971,Java-разработчик Junior,,,,Санкт-Петербург,2022-12-12T18:04:52+0300
3972,Системный инженер,110000.0,180000.0,RUR,Санкт-Петербург,2022-12-12T20:01:55+0300
3973,Координатор проектов,50000.0,,RUR,Нижний Новгород,2022-12-12T21:04:10+0300
3974,Специалист технической поддержки / ИТ-специалист,80000.0,,RUR,Москва,2022-12-12T18:20:38+0300
3975,Графический дизайнер,25000.0,25000.0,RUR,Москва,2022-12-12T19:45:16+0300
3976,Верстальщик,,,,Санкт-Петербург,2022-12-12T22:49:19+0300
3977,Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Сочи,2022-12-12T22:17:31+0300
